,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
4265,So they dis not buy vote too in ... be deceiving yourself,politics,0.14328592,0.054648235,0.04295653,0.040839124,0.04067356,0.28289232,0.1706755
4266,I love to see and being with the right . 300 were impacted and with technological to bridge the gender gap in tech . Thank you dami1 and for the opportunity to serve . The Tech Summit was a blast ! girl,politics,0.035306264,0.069433615,0.2007875,0.057834346,0.08238027,0.23083554,0.26354116
4267,Na so give live data for state last month . Same thing did in 2015 . we are on a mission to rescue Nig from and gangster ' s and fix it so that it works for all and Majority of are game on this agenda cox the suffering and poverty is too much .,politics,0.40326482,0.107154146,0.17930973,0.15201849,0.064438336,0.8472969,0.096078925
4268,"Just In : Popular Monarch , Is Dead",politics,0.23277332,0.22805563,0.16924234,0.14428294,0.08414158,0.3645535,0.75629425
4269,never had a rally .... You this scrotum frog,politics,0.6556601,0.6768824,0.2558127,0.7551308,0.8998427,0.6098628,0.3257587
4270,"It ' s such a great privileged to volunteer at the Tech Summit , the grand finale of can code . The project is powered by Leadership Institute I love to see and being with the right . tech",politics,0.010759487,0.01810263,0.029286472,0.023504337,0.027242262,0.024391778,0.038209584
4271,Except you want to steal this again through the court since you were not able to streak it at the poll like you normally do . The whole of and your party and you want to waste the meagre on tribunal again . Such a wicked move .,politics,0.37360558,0.10752283,0.053008378,0.06055811,0.07377481,0.5680319,0.09630212
4272,"I ' m from , too ...😂😂😂",politics,0.03753809,0.026515197,0.026513776,0.035193507,0.102850586,0.049348883,0.122562096
4273,", you are the governor of , nothing dey happen , nobody fit remove you",politics,0.29261994,0.2543871,0.14695413,0.12540251,0.04862965,0.3699676,0.64192057
4274,"I a feeling u don ’ t understand , I am not here to argue with you . Read and understand the story , it ’ s unambiguous . Ire O . is the first female on earth . If u want to proof it wrong u will to proof who before her , the burden of proof is on you .",politics,0.09978092,0.046609726,0.15056807,0.056170896,0.052788578,0.5081668,0.06062731
4275,"It was very clear that the people and they did the same in 2018 and still repeated it in 2022 . If and nepotist to steal the mandate of the people , what ' s happening in state will be a child ' s play . are wiser and now",politics,0.14104263,0.054403782,0.09828149,0.045923438,0.02676533,0.65017444,0.16104048
4276,"Dear , if your ’ t count , they ’ t have given Portable 10million in . They would have used the money for vacation in instead . Your count",politics,0.030327583,0.04256605,0.06109587,0.033403974,0.038843974,0.41822708,0.045597285
4277,"When Will You Congratulate On Electoral Victory ? – Singer , Governor , |",politics,0.029640866,0.1291456,0.09046014,0.14642665,0.43983883,0.07342786,0.34192732
4278,the cloth be like house march past cloth 🤣💔,politics,0.09870692,0.030161567,0.059048694,0.03575557,0.056293588,0.22193532,0.08523628
4279,queen His brother will subsidize every thing in for the next 8 😂😂,politics,0.14597784,0.051322483,0.11031171,0.054325446,0.055481184,0.62877536,0.20340645
4280,"If you truly understand the mystery of , , , , , , , & ; , you will that they exist in a different realm of existence their influence on the material world as , shed the toga of human .",politics,0.14508054,0.11607287,0.14589117,0.060132537,0.02860526,0.2857669,0.25407353
4281,"1 I can really work there , I ' m currently in though , but the distance is nothing , is just to get one small accommodation ,, please what ' s the price , I ' m ready to work",politics,0.031014297,0.019820021,0.027368892,0.03829328,0.07746324,0.12072275,0.048317485
4282,"Life in Ife n is d of , d truth & ; secret 2 d world . And was d first woman on earth . since u r myopic and also don ’ t know , had in space b4 earth was formed . I am not concerned , I know my truth n I am happy with it .",politics,0.18055865,0.18325342,0.25263938,0.22875078,0.1362329,0.38511628,0.21692944
4283,"’ s governor - elect , People Democratic Party ’ s ( ) Sen . , said that he is ready to defend his victory at the election petition tribunal and retain his mandate . said as governor - elect was in total",politics,0.015757442,0.01674434,0.025324306,0.010161346,0.02190616,0.19399518,0.04946836
4284,akin1 Please don ' t let degenerate into blood bathing state,politics,0.36553472,0.30269948,0.33820352,0.31227705,0.15563291,0.6515681,0.5598653
4285,", ... They all have different . So , when you mention , especially to me , from my personal , I smile , because information on from generation to generation is by impressionist made by men limited by mortality .",politics,0.123736724,0.031277817,0.13347034,0.024843791,0.04239113,0.037526373,0.057499696
4286,"You have so much to say about , and you compare to 🤣😂😅 All SE are landlocked , why ’ t they like , or City ? Where is the potential of and the ? , no be by force , if you no like , go to .",politics,0.09655894,0.029551284,0.051768456,0.022035368,0.030727275,0.27203175,0.09979682
4287,Even in was a dead party call off this strike . This your student is,politics,0.22598907,0.07341264,0.03217363,0.066647895,0.035979085,0.6493231,0.3752025
4288,To Challenge ’ s Victory In Governorship Election,politics,0.013258465,0.08570501,0.11718473,0.1372076,0.1654158,0.13480954,0.25449386
4289,"Governor - Elect , To Burning Of Lawmaker ’ s Home In",politics,0.39108577,0.11042279,0.08393601,0.08795218,0.06972245,0.45533732,0.4857086
4290,". state the and evidence of how it was done with track . We are tired of just reading he did or you did . Why ' t he do same to ??? You he did for , why cant he do for in 12yrs of reign ... Convince us , not confuse us .",politics,0.04783881,0.020305028,0.021274706,0.0092699975,0.012739226,0.43765795,0.044684708
4291,", former Police I - G buried in - Vanguard",politics,0.10699297,0.045324534,0.08081231,0.06668255,0.055714056,0.2682667,0.14116634
4292,POLL : 749 PU ’ s Had Over Voting Across 10 ’ s O n ' bo ...!!!,politics,0.092262976,0.059985757,0.0640139,0.049083732,0.1149897,0.43691227,0.1380651
4293,..... my beloved,politics,0.01263372,0.033966504,0.030039366,0.053105097,0.17047039,0.10139171,0.07364555
4294,Mouth no dey for this state ...,politics,0.16344422,0.071906604,0.05724134,0.08348069,0.1458434,0.2980302,0.105130866
4295,akin1 Rest . don decide .,politics,0.022074303,0.028183522,0.044535343,0.029772967,0.04063582,0.19320154,0.076026276
4296,"is just lite , you see d way both their and presidential candidate celebrate when win in & ; many other obvious to proof this assertion .",politics,0.030670939,0.0071208584,0.015251044,0.0060519055,0.0057547586,0.28511682,0.017799797
4297,that spent all his life on state Dey talk kor clement ni,politics,0.032559406,0.0371564,0.06690059,0.047444295,0.039150894,0.3819162,0.113178976
4298,"Former , buried in ----- The former Inspector - General of Police ( ), , been buried in his home town on . was buried in accordance w ... READ MORE ;",politics,0.03461955,0.024003562,0.033378232,0.026456157,0.12425376,0.13667217,0.07100438
4299,Proper Man if were to be & ; Auxiliary people they ’ t mind their Father In - Law ’ s team losing,politics,0.084745035,0.044083767,0.07424889,0.046276476,0.028687043,0.20580378,0.10470306
4300,"This is what I will do for my victory – governor - elect ,",politics,0.05413456,0.033298243,0.03398828,0.0430036,0.07164572,0.0916362,0.10977438
4301,0212 I ’ m sure you ’ re to the state your papa in right . We ’ enlighten our people not to vote based tribe . yin,politics,0.079307266,0.044769496,0.13659386,0.028886292,0.032201223,0.3785617,0.055786584
4302,What were you supposed to do on Jan6 Why did you think Pence ’ t preside over the When are you to January6thCommitteeHearings January6thCommittee,politics,0.019852988,0.05438151,0.17558908,0.07324963,0.09061739,0.20154415,0.11061936
4303,Pence I wonder if it anything to do with Pence running in 2024 .,politics,0.02124131,0.012548335,0.020945217,0.013113802,0.019678405,0.14382966,0.06502081
4304,"Terrible comment by . Pence was doing his JOB . No one a Presidential Medal for doing their job .... AND , Pence pretty much SILENT since J6 , because he ' t want to piss off Trump ' s base . So much for country before himself !",politics,0.21036349,0.23387487,0.16499388,0.2234129,0.17057602,0.62014884,0.10661191
4305,I wouldnt go that far . Pence was only doing his job .,politics,0.025005542,0.028020838,0.051229287,0.040717423,0.061752398,0.25201988,0.05464536
4306,"In normal , you are correct , but when literally every other R leader to the traitorous buffoon Trump , Pence absolute courage !!!",politics,0.5933793,0.22687368,0.14460893,0.109623455,0.036117513,0.7081983,0.07554304
4307,show 10 House White House meeting on Pence GREAT ALL 🚂✝️🇺🇸🙏💕👏👏👏,politics,0.025005542,0.08336055,0.09125015,0.13630523,0.1348162,0.05168487,0.1830606
4308,There is NO way Pence ANY .,politics,0.040628307,0.014771501,0.022883091,0.020608675,0.028617656,0.087924846,0.050921932
4309,us on a witness that we have not seen …. That Trump to intimidate . She we have not seen them yet … who is your guess ? Mark ? Pence ??,politics,0.07571117,0.018811997,0.016391262,0.008886227,0.009500448,0.14161997,0.026791492
4310,I ’ m a lifelong and I totally agree . Who would think Pence would have such a spine after his adoration during their term . The bully ’ t win .,politics,0.20742953,0.05217319,0.030593362,0.04087089,0.042106077,0.35225034,0.096989185
4311,"He knew the crowd was chanting “ Mike Pence ” and he verbally it . ⁠ He knew the crowd was violent , Congress , and trying to stop the peaceful transfer of power yet he to call them off or send in the National Guard . ⁠",politics,0.15188612,0.03816408,0.09495405,0.025614807,0.031250652,0.4178453,0.09669635
4312,"You mean other than being told over and over the election ’ t stolen , being told by his legal council that Pence ’ t do what he was , that it would be a constitutional crisis .. he still was a little bitch and lied ? Again , you ’ re in a cult , get help .",politics,0.6757943,0.5588831,0.36287612,0.83491147,0.13931523,0.7203682,0.1250716
4313,I ' m sure that ' s a million pence investment ...,politics,0.015132698,0.0120178005,0.023545552,0.01380396,0.022632752,0.17190461,0.031358693
4314,"sat on his arrogant ass with his mouth shut until spoke up , and the J6 him . I agree no for Pence or any of them . Where were they 18 ago ?",politics,0.78524166,0.7581324,0.27742857,0.9066618,0.9572514,0.7079002,0.2963851
4315,Imagine if Pence spoke up on 7th ....,politics,0.016451603,0.0153356325,0.024083916,0.015737562,0.040262554,0.16910878,0.05038816
4316,"How much will you bill the , for this worthless photo ?? Did any of them ask , why you thought you ' d be Pence the day before 6th ??",politics,0.22991583,0.054073054,0.032698587,0.073829345,0.026589008,0.5694219,0.05492864
4317,... I think it was Mike Pence that received that call from ... but that ' s just me l ...,politics,0.037194733,0.03653362,0.061629355,0.05374448,0.08836823,0.14991677,0.07340223
4318,It ' s possible there were far more other Pence that we don ' t know about but does . Like why Pence ' t get into the Secret Service car .,politics,0.064523295,0.009719885,0.017293729,0.014021922,0.017225122,0.1491857,0.031888515
4319,"After Trump corrupted the of the Presidential medal by giving one to Rush , sure give one to Pence . Maybe he can sell it on .",politics,0.2022951,0.07537848,0.09627465,0.06069063,0.048860993,0.43952367,0.1284466
4320,Maybe to be that pence or running mate,politics,0.06012806,0.014683382,0.024649471,0.020478392,0.029008111,0.24874634,0.12527351
4321,"🤢🤮🤬 Pence no kudos from me . He was twisting into a pretzel before he met with Dan . He knew exactly what was right & ; what was wrong so getting someone else to for him me his backbone could be easily broken by a tickle from that idiotic , scandalous !",politics,0.7138269,0.5231254,0.14565983,0.618003,0.10977472,0.79037106,0.18105452
4322,"Kim Neither Pence , nor anyone else in Trump ’ s cabinet , or in any of the three of government did * jack * to stop the , and eventual unfolding of of 6th . It was a massive fail by all , on all . 😐",politics,0.12116077,0.11974822,0.094174385,0.20585422,0.17631535,0.46537295,0.06228722
4323,"praising Pence and wanting him to receive a medal was disgusting . Pence did his damn job , nothing more .",politics,0.7007861,0.5982241,0.27198598,0.876051,0.1274312,0.75058323,0.34680948
4324,What about the Republican who were at the in for Pence to deny the electoral and turning over our fair ? They are and need to be and . They need to be removed from office . Agree ?,politics,0.16344422,0.033601582,0.111519344,0.012975955,0.010579701,0.27273843,0.10767279
4325,Hey you really are missing your target . That 15 days thing was under the Trump administration and we saw how well that went . It was Mike Pence we used to use the term a whole lot,politics,0.03616466,0.015563463,0.020393617,0.012055966,0.015052879,0.33749357,0.043777417
4326,Pence,politics,0.023288755,0.015741117,0.023562865,0.03170057,0.037960015,0.07368758,0.057989035
4327,"Would you agree that , , Sanders ' wife , , , , Mike Pence , and 75 % of entering the United without permission were raised either Catholic or Catholic ? broke to help start the pandemic , or was that ?",politics,0.15859914,0.015152725,0.12713203,0.010220205,0.0091817,0.19793636,0.02138668
4328,"Oh , please . Spare us the . Mike Pence is a lying , sycophantic hypocrite who his supposed faith to hide behind whenever his utterly mendacious are .",politics,0.7138269,0.39664364,0.33323458,0.31947201,0.052085545,0.8294702,0.059148043
4329,"B Dubs He is , in fact , a criminal who should go to with all the . I guess would need to go to Pence",politics,0.44298556,0.19804147,0.23792754,0.16850659,0.12993595,0.81465524,0.34091252
4330,And why would Pence be deserving a Medal for doing what he was legally bound to do ?!,politics,0.050242316,0.014169672,0.0162205,0.0122352205,0.012932884,0.4778708,0.029929172
4331,I want to know what were if the 1 / 6 had worked and pence . How was he going to install his own ? Were his going to take over the government ? What and who was in place ? There must be a PLAN . I want to see THAT !,politics,0.028610796,0.02298348,0.024566794,0.01746621,0.03267316,0.44061223,0.09071454
4332,"EVEN THOUGH ON - 6 , HE MAY HAVE BEEN IN FRONT OF HIS FAMILY IN A HORRIBLE DOMESTIC TERRORIST ATTACK AGAINST THE . HE CHOSE TO STAY AND DEFEND THE CONSTITUTION . & ; IN THIS WAY HE SAVED OUR DEMOCRACY FROM BEING BY A COWARDLY COUP 👇 MIKE PENCE IS A HERO 03",politics,0.4151741,0.42160615,0.29552716,0.26905507,0.15240966,0.756781,0.47010407
4333,or . I can ’ t see Trump calling Pence,politics,0.04406188,0.05459749,0.1123395,0.07951408,0.07074321,0.11919333,0.0992693
4334,That ' s what I thought . All those people around Trump knew what he was but ' t say anything until after the coup . Pence knew,politics,0.042001735,0.03536968,0.055141687,0.029319055,0.03208672,0.43782842,0.23696849
4335,"I thank Pence for doing the right thing , and I have known since 1 / 6 that it took enormous strength for him to do so , being at the hip w Trump for 4 . It was not the move for Pence .",politics,0.023460433,0.024701657,0.034749143,0.028586505,0.05272924,0.18171526,0.02615505
4336,Does anyone know what “ heroic ” were taken to clear the and resume the vote . Which still that day with no further incident . If the ’ t prevent the coup and almost reaching Pence how were they able to clear the building ?,politics,0.04268845,0.027033513,0.043664668,0.019418152,0.036756586,0.12606806,0.12759478
4337,Pence a coward & ; - conspirator !,politics,0.62792164,0.32677877,0.091132015,0.17321096,0.027188197,0.5895136,0.1368246
4338,January6thCommitteeHearings THIS by re Pence & ; !,politics,0.013258465,0.020758303,0.066036835,0.027504321,0.059269696,0.066971004,0.05794095
4339,Why ' t Pence notify or someone of upcoming ?,politics,0.028267438,0.014344056,0.0244153,0.019815367,0.024888394,0.11148871,0.038677074
4340,Why would he want Pence to go to a White Supremacy meeting ? Pence little of all .,politics,0.355017,0.32532504,0.7073319,0.2439956,0.20217717,0.80792975,0.29299995
4341,It was obvious lost because by not voting 2016 . I was disappointed she . You compare that to this ? They Mike Pence and Trump did not shut that down immediately . He it with more election fraud nonsense . with you ?,politics,0.39284727,0.09797575,0.08338021,0.07978858,0.035110388,0.42329165,0.08603283
4342,"Sorry , , "" more time "" when the Electoral College already is unconstitutional , and therefore the Constitution . Mike Pence had no authority to "" throw the matter back to the .""",politics,0.067320265,0.038972024,0.039440848,0.018807702,0.021048192,0.40384474,0.23393595
4343,"I think the person who to ask for a favor , "" be a witness on 6th committee "" I think it ' s Mike Pence !",politics,0.05373499,0.02811163,0.040836796,0.031998884,0.03436575,0.24367857,0.056924418
4344,Pence was no hero on 6th . He the duty he swore to uphold . The real wore .,politics,0.11600884,0.03619475,0.06186595,0.032457672,0.028347906,0.3919188,0.06014053
4345,Pence did the right thing because he knew he could be and for sedition . He ' t get an award for doing his job .,politics,0.08501353,0.041640803,0.06769409,0.059787236,0.08280302,0.70618,0.06570116
4346,hate and pence .,politics,0.31714454,0.14299837,0.24592023,0.16707945,0.041679252,0.15497927,0.15670513
4347,- Pence . have to the committee that they went there to assassinate Pence if they had a chance . And it ’ s ALL being tied directly back to trump . So yeah - it ALL .,politics,0.34466723,0.2518562,0.12705447,0.08191029,0.047696777,0.6797713,0.8519241
4348,I agree . People saying and Pence are and deserve ... b . s . They did nothing to sound the when all this was happening .,politics,0.34575438,0.03727586,0.055754375,0.027732404,0.032886643,0.3530863,0.11509961
4349,Mike Pence is a coward and he should never be in . Pence tried to please Trump and do his duty on 6 . Pence should have the 25 when he of Trump ' s scheme !,politics,0.54959583,0.3971163,0.17243573,0.22293544,0.04334667,0.5077368,0.17886202
4350,Pence took an oath to uphold the constitution . He was doing his job . You don ’ t get a medal for that . That this is medal - worthy what a low bar have . They are all so .,politics,0.08330294,0.027339162,0.038776435,0.019086953,0.015381365,0.7084978,0.023685792
4351,Pence with big : “ And because of President ..” what a . No medal for a guy without mettle .,politics,0.23891698,0.026950452,0.047343664,0.022927172,0.05057917,0.19905214,0.02585954
4352,"No , Pence does not deserve a medal . Especially since we have testimony that Pence “ did everything he could to find a way to do ” what Trump .",politics,0.11536485,0.035467684,0.04370593,0.019301392,0.028515495,0.1505866,0.0789708
4353,Kim Pence nothing .,politics,0.052935857,0.038648304,0.10896191,0.04342798,0.03941649,0.10193343,0.081731625
4354,Pence He won ' t even acknowledge all the work the jan6committee done . cowardly,politics,0.44805592,0.23871264,0.18595864,0.23831868,0.03697288,0.7369727,0.102857396
4355,"B Dub Winter It ' s just so deranged . If they went to to take over congress and kill Pence , they certainly had the to do so . That they deliberately ' t bring them the entire assertion .",politics,0.4151741,0.45980525,0.22185746,0.27199838,0.05966813,0.81132776,0.91432226
4356,"Let ’ s suppose more . ( Usually I dislike .) Suppose Mike Pence meekly goes along with the coup , say by not Congress for the vote counting . Then it ’ s less certain what next . ( Pence is such a .)",politics,0.1510105,0.055072125,0.17100859,0.03365451,0.032736953,0.5680319,0.181118
4357,"Mike Pence the law , I do that every day , give me the Presidential Medal . I deserve it more than Pence .",politics,0.061726328,0.024849864,0.03501918,0.01967508,0.042297542,0.22666651,0.13702367
4358,"I ' come to the conclusion that knew there was a plan for violence on 1 / 6 . HOWEVER , based on the fact he can ' t keep his mouth shut , especially when drunk and high on , he was left out of the meeting to pressure Pence that 10 other reps went to .",politics,0.17449278,0.16694164,0.08528473,0.1036545,0.093236,0.6503197,0.34170946
4359,Is there such a thing as half - hearted courage ? Courage is not halfhearted and Any one who himself a should know that ! I think Pence knew he would be by a higher authority than Trump . Pence on his faith ... that a medal ...,politics,0.061726328,0.023996657,0.058672473,0.011839581,0.01488517,0.22127815,0.01687824
4360,"It took a brave 25yr old "" female "" whose being by our former President before Pat at the Select . Pence is still refusing . Don ' t either of them . These men are NOT .",politics,0.089041,0.07151966,0.3805173,0.034217,0.037298493,0.5397797,0.06294144
4361,If Trump goes to prison for witness will Pence become president when . the election ?,politics,0.10956893,0.032444585,0.045721438,0.014982624,0.009864298,0.2980344,0.2431137
4362,"suggesting Pence was courageous for doing the "" right thing "" and worthy of . Medal of Freedom was disgusting & ; vivid demonstration of moral rot in the . There is nothing courageous about Pence or what he did . He was a withering coward 4 . Courage , my ask .",politics,0.5042868,0.28957826,0.11268138,0.1660589,0.0751701,0.7591146,0.26825932
4363,Mike Pence to testify in public .,politics,0.043031808,0.020284714,0.02667317,0.017449606,0.026890814,0.15783049,0.119988315
4364,Pence and as a 3 - in - 1 character that fight with random stuff from Twilight town or we riot,politics,0.068918526,0.03786269,0.026467128,0.044630952,0.08337158,0.12334324,0.22694889
4365,"said , Pence should be given The Medal Of Freedom for what he did . Indication of how low the bar is for to simply do their constitutional duty .",politics,0.029812546,0.014390117,0.040601127,0.015143642,0.014309824,0.3026918,0.029273376
4366,He ' s trying to ingratiate himself with Pence because he Trump is going down . is an opportunist .,politics,0.3955794,0.20940109,0.17703645,0.14187498,0.06856937,0.1837444,0.2903646
4367,Exactly . Pence was shopping for a “ reason ” to reject the of valid of . Only when he to find one ( and cover his own a $$) did he commit to actually his constitutional duty .,politics,0.1894391,0.064650305,0.032892432,0.11254425,0.15799253,0.45086145,0.06003305
4368,mlc4123 I think that person is Mike Pence !,politics,0.02193547,0.055004414,0.07215603,0.086068906,0.054185815,0.19213384,0.15116179
4369,"The thing is , if Trump again he will ONLY have Team Crazy in his Especially after Team Normal to January6thCommitteeHearings And if he the he will get it , Pence , are too cowardly to take him on There ' s a real chance he in 2028",politics,0.4396069,0.26117894,0.28986883,0.19723107,0.1334012,0.71476996,0.16371232
4370,If it ' s Mike pence I ' m literally going to fall off the couch .,politics,0.26589394,0.1526919,0.11212477,0.15386228,0.19575877,0.38879785,0.60902494
4371,Peter Mike Pence of ‘ treason ’ for not helping overturn 2020 election,politics,0.103539884,0.06430422,0.10630596,0.057140328,0.04637684,0.70809567,0.09558821
4372,"I ’ m thinking more the bellwether senate like graham and the like . They all stated what they truly thought of him before 2016 . I think if pence it them up to denounce his . If pence is with it , they won ’ t say anything",politics,0.0789077,0.037387803,0.040646434,0.044369213,0.066542275,0.44703364,0.095117144
4373,Does Pence step up,politics,0.033074442,0.029281693,0.040490914,0.043572232,0.053137783,0.115980506,0.10425481
4374,"You can think that anyone should do what Pence did , and I agree . But you can also think that not everyone would , especially if they were a person not otherwise known for their courage , , or backbone , AND they had political that they could well be .",politics,0.031701013,0.02008406,0.034665063,0.018574076,0.020562945,0.014229342,0.041386105
4375,Why should Pence get a reward for DOING HIS JOB ! Absolutely NOT ! Pence was one of trump ' s . He FINALLY did his job & ; his OATH at the last minute . Pence no reward for that . NO . NO . NO .,politics,0.15918289,0.014934712,0.019984612,0.0054975287,0.011646285,0.35177597,0.018178875
4376,"I ' m going to give Pence a little credit . He was another yes man , but he stood up when it and that orange 💩 was going to let him get hung .",politics,0.49542332,0.2939097,0.123089135,0.2750327,0.18388516,0.8602323,0.784681
4377,New On Why Pence To Get In Secret Service Car On . 6 via,politics,0.092262976,0.023241408,0.042656634,0.024231434,0.023980623,0.114297524,0.0982328
4378,"In . 6 spotlight , Mike Pence a tricky post - Trump path via",politics,0.1414913,0.03170661,0.06100718,0.035355423,0.020564258,0.1075036,0.071660176
4379,said Trump to of Congress at the 21 meeting by 1 / 6 committee today and said the were “ than Mike Pence ”,politics,0.013258465,0.020191954,0.0343662,0.015955744,0.021374753,0.077967435,0.022707123
4380,"Can you run from a prison cell ? If can , Mike pence of course",politics,0.5026305,0.15375136,0.08182498,0.09450324,0.061568264,0.7079002,0.44051665
4381,"Yep . Pence , and his criminal mob boss Master right up to the point where it was his ass on the line .",politics,0.6955873,0.54556537,0.09789399,0.876051,0.9651972,0.6315412,0.17269483
4382,"YOU THE TO FESTER TO A STENCH ACROSS , RELIGIOUS ! Mike Pence ' t a hero , he ' s the evangelical plausible lynch pin to the coup of 2016",politics,0.44509158,0.6464775,0.5339154,0.3898655,0.1527739,0.7861686,0.8334126
4383,To understand what we are dealing with here just reflect on the statement that Pence should have gotten a medal for following the law and doing his job .,politics,0.016590435,0.01063779,0.029929766,0.01472016,0.015722152,0.43158644,0.027745452
4384,Pence did what he was suppose to do as ~ no medal is to do the right thing !,politics,0.031014297,0.017978905,0.031209894,0.024716426,0.026421241,0.1655069,0.03844363
4385,Was this what Pence was supposed to do ? Yes . Was his life in danger ? Yes . Would the be over if he ’ t shoulder this risk ? Yes . Is that “ right ?” No . Is it true …. sadly yes .,politics,0.040284947,0.016548146,0.011974819,0.014123156,0.015953895,0.123145744,0.034444902
4386,Pence had to check with multiple people to see if there was any way he could do the evil for trump . Pence is a coward . Largely responsible for mismanagement of the Covid response and of of .,politics,0.53837943,0.25002447,0.18190849,0.17683907,0.031700265,0.6086382,0.14714588
4387,"You are delusional if you believe that . , , and have all that Trump knew he lost and a coup , that included killing Mike Pence if necessary , to stay in power .",politics,0.36805952,0.20038942,0.12312723,0.03956472,0.013028283,0.4315101,0.749711
4388,Pence You could not be any more of a coward for never the importance of the Jan6thHearings much less . A hero you are not .,politics,0.57027644,0.21987139,0.2582274,0.18760957,0.040018275,0.6246262,0.07291867
4389,What the standing to recommend who the Medal of Freedom ?! Why was that clip even included ?! Poor . The narrative Mike Pence is a hero ? He ’ s no such thing . He ’ s still seeking his forever goal ( becoming ) b / c “ it ’ s all part of God ’ s plan .”,politics,0.14687516,0.02644704,0.060505293,0.0279151,0.021849127,0.24584194,0.015835576
4390,"actually on . Without an order from the president , it is illegal for other to enter the . It ' s security to the Police . More ridiculous , the order to send National Guard was given by Pence . How ... .",politics,0.42631236,0.20533782,0.16968937,0.24335681,0.031391766,0.4380419,0.097985424
4391,"A sitting PRESIDENT of the United said this about Killing Pence + of CONGRESS He behind , permanently . Evil corrupt scum .",politics,0.8346757,0.58991635,0.39711463,0.6360268,0.18999235,0.85392356,0.82345974
4392,"You ’ re deserving of the Presidential Medal of Freedom , not Pence .",politics,0.049898956,0.018131183,0.024594193,0.01636345,0.018603658,0.19851857,0.04036771
4393,"Pence is a useless coward . Bad , no medal .",politics,0.83020335,0.502987,0.22954094,0.39761144,0.05512918,0.72662646,0.06891338
4394,Did you show them where you had to do what Mike Pence ' t do ?,politics,0.024318827,0.031656913,0.036806706,0.03037666,0.03189392,0.3183531,0.1404079
4395,What the standing to recommend who the Medal of Freedom ?! Why was that clip even included ?! Poor . The narrative Mike Pence is a hero ? He ’ s no such thing . He ’ s still seeking his forever goal ( becoming ) b / c “ it ’ s all part of God ’ s plan .”,politics,0.14687516,0.02644704,0.060505293,0.0279151,0.021849127,0.24584194,0.015835576
4396,"It ' s because J Trump knew exactly what he was doing and saying on that day , and Trump had no problem if his V . P . ( Pence ) was be hung or maimed or . Trump did not care one bit about Pence ' s safety ! And that should make everybody accept , that Trump is pure evil !",politics,0.48794,0.2556207,0.17852795,0.14226365,0.07526039,0.6314723,0.49238643
4397,"Kim If Mike Pence would have for a J6C / interview and said all he knew about all , I ' d be if he got a Presidential Medal of Honor .",politics,0.032559406,0.028068064,0.05547451,0.027035372,0.043868378,0.45534256,0.09630723
4398,Typical . If you can actually read . Here ya go :,politics,0.09655894,0.031774513,0.056725375,0.04243512,0.051442597,0.35727802,0.1074705
4399,If Pence spoken up sooner 6 could have been . No medal for the brown noser .,politics,0.40326482,0.3132296,0.6256408,0.25328067,0.22333744,0.6494482,0.3016504
4400,"Presidential medal for former Pence ? We are just , right ? He did what he suppose to do . People do day & ; night what they suppose to do , forget about medal they even get simple praise . SAVE THE MEDAL WHO DESERVE IT .",politics,0.112144895,0.019075043,0.018771993,0.021097165,0.014051862,0.5680319,0.029452523
4401,"I don ' t want to deify Mike Pence . ( If he were God , I would remain an atheist .) But I do think it ' s important to remember how hard it can be to just do your damn job when the President , known for spite and vindictiveness , is screaming at you not to , and a mob on you .",politics,0.5363433,0.50135165,0.56988037,0.783563,0.16483909,0.70839965,0.2531628
4402,I hope he ! He ’ s such a . Even Pence could beat him !,politics,0.15451296,0.18759844,0.0399315,0.09844628,0.06068683,0.68940794,0.82345974
4403,I would not vote for Pence if he ran for mayor in the one horse town I live in !!,politics,0.14059398,0.0575278,0.10804086,0.04183219,0.04794202,0.4544941,0.18374258
4404,I hope boycott . He must not have been paying attention to what with when Pence tried his discrimination here .,politics,0.13431281,0.12335654,0.119711354,0.05772671,0.043304786,0.5131235,0.28902638
4405,“ Hey . It ’ s me . What time did you say storm the ? And do you really want us to Pence ?”,politics,0.07451247,0.027635314,0.039985925,0.023079038,0.032301836,0.22753243,0.119557336
4406,"Stop lying , old man … And tell us why you said you were going to take Mike Pence ’ s place on 6 . Spill it !",politics,0.452012,0.33769533,0.26521337,0.2242738,0.051758047,0.5680319,0.23810892
4407,Crazy Pence cook beat fake love believe !,politics,0.41807786,0.3456706,0.26873487,0.24430402,0.14660671,0.38237712,0.5396251
4408,"While this is good news , what ' s happening in to abortion , is not . We need the help if we are going to fight back , 2015 , we won the fight against Mike Pence . is the first battle state for Roe V Wade . We must fight back .",politics,0.17173064,0.025101341,0.032051712,0.022244642,0.030087052,0.47049966,0.2136172
4409,BOYCOTT FOX FOR AIRING PENCE SPEECH AND NOT Trump . Shame on fox . They ’ re more fake than fake news .,politics,0.42750368,0.15781668,0.13571425,0.051412527,0.027686726,0.21405174,0.15091193
4410,Mike Pence got 75 million too but Trump him dead .,politics,0.22333995,0.17436455,0.14478816,0.085634656,0.03696397,0.65003896,0.6938542
4411,"If * A sexy Mike Pence Pride costume * ever an award , I am going to be a very rich dude .",politics,0.21980777,0.13893934,0.0981369,0.32479602,0.6279016,0.43682566,0.16791399
